ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,France Wine,France Red Wine,FRANCE,464376,ARBOIS - DOMAINE ROLET MEMORIAL 2009,696852050043,1.5,1,13,85.99,0
Spirits,Rum,Dark Rum,GUYANA,497206,LEMON HART - PREMIUM DEMERARA,814789007729,0.75,1,40,29.49,NA
Spirits,Rum,White Rum,UNITED STATES OF AMERICA,141,BACARDI - SUPERIOR WHITE,620213015105,1.14,1,40,33.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,79721,BAROLO - CONTERNO FANTINO GINESTRA VIGNA DEL GRIS 2016,726452016702,0.75,1,14.5,155.99,0
Wine,Italy Wine,Italy Rose Wine,ITALY,153861,SALENTO NEGROAMARO ROSATO - TORMARESCA CALAFURIA,8026530001494,1.5,1,11.5,54.97,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,227708,MISSION HILL - FAMILY ESTATE COMPENDIUM 2016,776545556196,0.75,1,14.5,89.99,0
Wine,Sake,Japan Sake,JAPAN,256878,DASSAI - JUNMAI DAIGINGO BEYOND,4936446001218,0.72,1,16,859.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,429682,BARBARESCO - MASSIMO RIVETTI FROI ORGANIC 2019,8033140256022,0.75,1,14,60.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,441028,FLIGHT - SCREAMING EAGLE 2019,696852091008,0.75,1,14.7,2500,0
Wine,France Wine,France White Wine,FRANCE,448723,BIENVENUES BATARD MONTRACHET - DOMAINE FAIVELEY 2020,3351003222010,0.75,1,12.5,725,0
Wine,France Wine,France Rose Wine,FRANCE,488049,PROVENCE ROSE - JOLIE PITT AND PERRIN MIRAVAL 2020,89419235111,0.75,1,13,34.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,530887,RABBIT HOLE - CAVEHILL,865674000165,0.75,1,47.5,75.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,593038,BLACK SAGE VINEYARD OLIVER - CABERNET FRANC 2019,63657031513,0.75,1,13,32.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,616730,SHIRAZ - BERTON METAL LABEL BLACK,9335966000322,0.75,1,14.5,15.99,0
Wine,France Wine,France Champagne Wine,FRANCE,621714,BOLLINGER - SPECIAL CUVEE BRUT,3052853075947,1.5,1,12.5,256.99,1
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,888974,CABERNET SAUVIGNON - BAROSSA VALLEY ESTATE BAROSSA 2017,9311347003113,0.75,1,14,19.49,0
Spirits,Whisky,Canadian Whisky,CANADA,21949,J.P. WISER'S 18 YEAR OLD,48415000406,0.75,1,40,74.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,107420,LARROSA NEGRA - BODEGAS IZADI,8423302169114,0.75,1,14.5,28.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,110326,CHIANTI CLASSICO - ISTINE,8053329320252,0.75,1,13,37.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,137483,33 BREWING EXP. - 33B.EXP.003.MKVI FLUFFY CLOUD IPA CAN,626990361398,0.355,6,6.5,15.99,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,137676,BLANTON'S - ORIGINAL BCLS PERSONAL BARREL BOURBON,626990320258,0.75,1,46.5,114.99,NA
Wine,France Wine,France White Wine,FRANCE,178143,PESSAC LEOGNAN - CHATEAU CARBONNIEUX BLANC 2017,3609050849125,0.75,1,13,60,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,178627,HEY Y'ALL - ORIGINAL HARD ICED TEA TALL CAN,626990366812,0.458,1,5,3.29,NA
Wine,France Wine,France Red Wine,FRANCE,186460,CHATEAU DUHART MILON 2014,626990305491,0.75,1,13,120,NA
Wine,Sake,USA Sake,UNITED STATES OF AMERICA,363507,SHO CHIKU BAI - SPARKLING,86395520002,0.3,1,5,13.99,4
Wine,Italy Wine,Italy Red Wine,ITALY,392046,BAROLO - BARALE CHINATO,8033100300291,0.75,1,17,88.99,1
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,429041,OLE SMOKY - BANANA PUDDING CREAM,810088370182,0.05,1,17.5,5.09,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,456285,CABERNET SAUVIGNON - JUSTIN VINEYARDS,733952997103,0.75,1,15,59.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,543884,JACKSON TRIGGS - RESERVE CABERNET SAUVIGNON,63657005620,0.75,1,12,15.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,549659,MERLOT - VILLA TERESA ORGANIC,8007615000373,0.75,1,12,18.99,0
Wine,Other Country Wine,Other Country Fruit and Dessert Wine,JAPAN,719765,NAKANO - SAKAGURA -NIGORI UMESHU JAPANESE PLUM WINE,4978526810426,0.3,1,8,20.99,10
Wine,Italy Wine,Italy Red Wine,ITALY,864595,CHIANTI CLASSICO - CASTELLO DI AMA AMA,8021846141124,0.75,1,13,39.99,0
Wine,France Wine,France Red Wine,FRANCE,963728,CHATEAU CHEVAL BLANC 2013,,0.75,1,13,1200,0
Wine,Italy Wine,Italy Red Wine,ITALY,25163,CHIANTI CLASSICO RISERVA - GABBIANO,8031725000176,0.75,1,14,26.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,61963,BARBARESCO - PRODUTTORI DEL BARBARESCO DOUBLE MAGNUM,665529003019,3,1,14.5,295.99,0
Wine,France Wine,France Red Wine,FRANCE,142839,ST EMILION - CHATEAU FLEUR CARDINALE 2018,,0.75,1,13,100,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,207272,QUINTA DO VESUVIO - VINTAGE 2016,5608309003835,0.75,1,20,131.99,10
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,219168,SHIRAZ - GRANT BURGE BAROSSA INK,9315705817718,0.75,1,14.5,19.99,0
Wine,France Wine,France White Wine,FRANCE,234526,LE VILLAGEOIS WHITE - CELLIERS LA SALLE,63657001479,4,1,11,39.99,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,448548,RIESLING GEWURZTRAMINER - HARDYS STAMP SERIES,9311043006791,0.75,1,11.5,11.99,1
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,785832,BOWMORE - 18 YEAR OLD,5010496001417,0.75,1,43,182.69,NA
Wine,Chile Wine,Chile Red Wine,CHILE,852293,CHILEAN RED - SEN 2021,7804350006018,0.75,1,12.5,13.99,0
Wine,France Wine,France White Wine,FRANCE,133978,BARSAC - CHATEAU COUTET BLANC 2018,696852053044,0.375,1,13,55,NA
Wine,Canada - BC,Canada - BC Sparkling Wine,CANADA,140481,FITZPATRICK FAMILY VINEYARDS - FITZ BRUT 2018,626990291831,0.75,1,12,34.99,1
Wine,France Wine,France White Wine,FRANCE,142962,PESSAC LEOGNAN - CHATEAU LATOUR MARTILLAC BLANC 2018,3508691218409,0.75,1,13,80,NA
Wine,France Wine,France Red Wine,FRANCE,148924,CHATEAU LEOVILLE BARTON 2014,626990145059,0.75,1,13,130,NA
Spirits,Whisky,Irish Whiskey,IRELAND,166892,BUSHMILLS - 21 YEAR OLD SINGLE MALT,88076169074,0.75,1,40,259.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,198948,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER TALL CAN,626990366850,0.473,1,5.6,2.19,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,223800,OKANAGAN APPLE CIDERS EXTRA - CRISP APPLE,779305105108,2,1,7,11.49,NA
Wine,France Wine,France Red Wine,FRANCE,301390,CHATEAU PAPE CLEMENT 2014,714153161715,0.75,1,13,170,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,368456,BRUICHLADDICH - SCOTTISH BARLEY THE LADDIE CLASSIC,5055807400091,0.75,1,50,85.99,0
Refreshment Beverages,Coolers,Spirit Coolers,MEXICO,388105,CAZADORES - MARGARITA RTD CAN,80480987022,0.355,4,5.9,14.79,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,465880,LASTELLA - MAESTOSO 2018,808755017218,0.75,1,14.4,90.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,470182,TOSCANA - MASSETO 2019,818201021645,3,1,14,5000,0
Wine,France Wine,France White Wine,FRANCE,489942,CHABLIS - GROSSOT,3760181571696,0.75,1,13,41.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,584359,TOSCANA - RUFFINO ROMITORIO DI SANTEDAME 2006,8001660190041,1.5,1,14.5,205.99,0
Wine,France Wine,France Red Wine,FRANCE,8100,"NUIT ST GEORGES ""AUX BOUDOTS"" - DOMAINE MONGEARD MUGNERET",3576700180160,0.75,1,13,169.99,0
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,10322,COINTREAU,3035542011303,0.375,1,40,24.49,NA
Wine,France Wine,France White Wine,FRANCE,27175,CHASSAGNE MONTRACHET LA ROMANEE - DOMAINE MOREY-COFFINET,626990427544,0.75,1,13,135.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,44647,MIKE'S HARD - BLUE FREEZE FROZEN,62067382888,0.296,1,5,3.99,NA
Spirits,Liqueurs,Other Liqueurs,NEW ZEALAND,69079,TWISTED SHOTZ - ISLAND THUNDER,9421030103799,0.03,4,20,9.79,NA
Wine,France Wine,France Red Wine,FRANCE,90539,POMEROL - CHATEAU MONTVIEL 2018,3460440010965,0.75,1,13,85,NA
Wine,Australia Wine,Australia White Wine,AUSTRALIA,107720,SAUVIGNON BLANC - TEMPUS TWO QUARTZ 2021,9315743503765,0.75,1,12.5,16.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,187085,GREEN SPOT - CHATEAU MONTELENA IRISH WHISKEY,80432111901,0.75,1,46,99.99,NA
Wine,France Wine,France Red Wine,FRANCE,203271,POMMARD 1ER GRAND CLOS DES EPINOTS 2015 - DOM DE COURCEL,795898010483,0.75,1,13,235.99,0
Spirits,Whisky,Canadian Whisky,CANADA,263304,J.P. WISER'S - 10 YEAR OLD CANADIAN WHISKY,48415000017,0.75,1,40,32.99,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,316629,TREE BREWING - SEASON PASS SUMMER 2023,624524516993,0.473,8,5,20.79,NA
Wine,France Wine,France Red Wine,FRANCE,366310,BEAUNE 1ER GREVES - DOM BOUCHARD PERE L'ENFANT JESUS 2017,3337690190023,0.75,1,13.5,169.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,416894,ROE AND CO - BLENDED IRISH WHISKEY,88076183650,0.75,1,45,47.99,NA
Refreshment Beverages,Coolers,Wine/Fruit Coolers,UNITED STATES OF AMERICA,419317,SANGRIA - BOONE'S,85000009147,0.75,1,7,8.19,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,560474,ARDBEG - 10 YEAR OLD,83300072106,0.75,1,46,112.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,678441,GLENDRONACH - 21 YEAR OLD  PARLIAMENT,5060088793473,0.7,1,48,446.99,NA
Wine,Italy Wine,Italy White Wine,ITALY,958900,SICILIA GRILLO - NICOSIA VEGAN ORGANIC VEGAN,8001014014924,0.75,1,12.5,20.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,24006,WOODFORD RESERVE -  GIFT PACK,808755031603,0.75,1,45.2,53.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,44784,AMARONE CLASSICO - CANTINA DI NEGRAR 2017,8002053034027,0.75,1,15.5,46.99,1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,47539,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER CAN,626990411611,0.355,8,5.6,9.99,NA
Wine,France Wine,France Red Wine,FRANCE,97504,POMEROL - CHATEAU L'EVANGILE 2018,,0.75,1,13,575,NA
Wine,France Wine,France White Wine,FRANCE,129513,CHASSAGNE MONTRACHET 1ER MORGEOT - DOM BACHELET RAMONET 2021,3760163355214,0.75,1,13,109.99,0
Wine,France Wine,France Rose Wine,FRANCE,132931,PROVENCE ROSE - CHEVALIER TORPEZ BRAVADE 2020,3413940001902,1.5,1,13,64.99,0
Wine,France Wine,France Red Wine,FRANCE,143482,COTES DE CASTILLON - CHATEAU JOANIN BECOT 2018,,0.75,1,13,50,NA
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,164242,LEGENT,80686024071,0.75,1,47,53.99,NA
Wine,Chile Wine,Chile Rose Wine,CHILE,179165,ROSE - MANCURA ETNIA 2020,7804449002914,0.75,1,13.4,6.97,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,191437,CHARDONNAY - CAKEBREAD CELLARS NAPA,84692478941,0.75,1,13.9,75.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,199594,PINOT NOIR - BREAD AND BUTTER 2019,850832004277,0.75,1,13.6,23.99,0
Wine,France Wine,France White Wine,FRANCE,388932,PINOT BLANC - WILLY GISSELBRECHT 2019,3760163352251,0.75,1,13,23.99,NA
Beer,Import Beer,Europe Beer,NETHERLANDS,395015,LAGUNITAS - IPA TALL CAN,72890006646,0.5,1,6.2,2.99,NA
Spirits,Grape and Fruit Brandy,Armagnac,FRANCE,439709,DOMAINE DE JOY - 1983 ARMAGNAC,696852100311,0.7,1,40.5,199.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,455769,THE STRAIT AND NARROW - PEACH ELDERFLOWER GIN COCKTAIL CAN,628451773580,0.355,6,5,15.99,NA
Beer,Import Beer,Europe Beer,CZECH REPUBLIC,470413,KOZEL - DARK TALL CAN,8594404008042,0.5,1,3.8,2.49,NA
Wine,France Wine,France Rose Wine,FRANCE,873893,VENTOUX ROSE - LA VIEILLE FERME,631470007369,1.5,1,13,21.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,76378,SASSELLA VALTELLINA SUPERIORE - ALFIO MOZZI,626990449089,0.75,1,14,48.99,0
Wine,Chile Wine,Chile Rose Wine,CHILE,130933,ROSE - SAN PEDRO GATO NEGRO,7804300142544,3,1,13,30.99,0
Beer,Import Beer,Europe Beer,BELGIUM,161273,MARTENS PILSENER TALL CAN,5411616000691,0.5,4,5,7.79,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,453256,HIGHLAND PARK - CASK STRENGTH RELEASE NO. 3,812066024261,0.75,1,64.1,136.99,NA
Wine,France Wine,France White Wine,FRANCE,464493,CHASSAGNE MONTRACHET 1ER LES VERGERS - GENOT-BOULANGER,3541480120187,0.75,1,13,135.99,0
Wine,France Wine,France Red Wine,FRANCE,488831,POMMARD 1ER LES RUGIENS - DOMAINE FAIVELEY 2019,3351001381917,0.75,1,14,195.99,0
Spirits,Rum,Spiced Rum,TRINIDAD AND TOBAGO,522086,THE KRAKEN - BLACK SPICED,811538013017,1.75,1,47,71.99,NA
Wine,France Wine,France Red Wine,FRANCE,661850,CHATEAU DUHART MILON ROTHSCHILD 2014,3419466156607,0.75,1,13,120,NA
Wine,France Wine,France Red Wine,FRANCE,727214,CHATEAU HAUT BRION 2014,,0.75,1,13,880,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,847749,SHIRAZ - THOMAS GOSS MCLAREN VALE,9326215003041,0.75,1,14.5,19.99,0
Wine,France Wine,France White Wine,FRANCE,53606,PESSAC LEOGNAN - DOMAINE DE CHEVALIER BLANC 2018,,0.75,1,13,225,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,57752,SHIRAZ - TWO HANDS ANGELS SHARE MCLAREN VALE 2018,9331727015451,0.75,1,14.8,35.99,0
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,72959,LABATT - BUD LIGHT CAN,62067567292,0.355,36,4,58.49,NA
Wine,France Wine,France Red Wine,FRANCE,250654,COTE DE NUITS VILLAGES - DOMAINE JADOT LE VAUCRAIN 09,3535921430102,0.75,1,13,36.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,379647,TOSCANA - TENUTE ROSSETTI GOVERNO,8027603005395,0.75,1,13.5,29.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,413912,ROSSO DI MONTEPULCIANO - DEI,8026565001636,0.75,1,14,28.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,434723,CABRON - RANCH WATER CAN,696852081009,0.355,6,5,14.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,463656,HIGHLAND PARK - CASK STRENGTH 2021,812066024117,0.75,1,63.9,135.99,NA
Wine,France Wine,France White Wine,FRANCE,496763,CHABLIS BOUGROS - DOMAINE WILLIAM FEVRE 2019,3443627810527,0.75,1,13,125.99,0
Wine,France Wine,France White Wine,FRANCE,616144,PINOT GRIS - PFAFFENHEIM PFAFF 2020,3185130071025,0.75,1,14,21.99,1
Spirits,Whisky,Other Country Whisky,JAPAN,855445,SUNTORY WHISKY - TOKI,80686957010,0.75,1,43,58.99,NA
Spirits,Vodka,Straight Vodka,CANADA,1073,ALBERTA PURE,777680005136,0.75,1,40,23.29,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,61336,SHIRAZ - SIDEWOOD ESTATE STABLEMATE,9342333002261,0.75,1,14,24.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,79483,MENDOZA RED - DOMINIO DEL PLATA BENMARCO EXPRESIVO 2017,7798068481062,0.75,1,14,52.99,0
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,111310,MERLOT - OYSTER BAY HAWKES BAY 2019,9415549814635,0.75,1,14,20.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,116457,CABERNET SAUVIGNON - SAMUEL WYNN,12354002050,0.75,1,13.5,17.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,156268,GLENFARCLAS - FAMILY CASK 1980 W18,5018066020806,0.7,1,43.3,1850,NA
Spirits,Whisky,Other Country Whisky,INDIA,167844,ROYAL STAG - BARREL SELECT,89005439,0.75,1,42.8,24.99,NA
Wine,France Wine,France Red Wine,FRANCE,213445,BEAUNE - MAISON CHAMPY VOLNAY ORGANIC,696852092722,0.75,1,13,85.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,280719,CABERNET SAUVIGNON - SAN PEDRO GATO NEGRO,7804300010744,1.5,1,13.5,16.99,0
Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,328567,CABERNET SAUVIGNON - KWV CATHEDRAL CELLAR,748294066110,0.75,1,14,19.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,425754,CHILEAN RED - CLOS APALTA COLCHAGUA 2019,696852112338,0.75,1,15,189.99,NA
Wine,France Wine,France White Wine,FRANCE,489951,CHABLIS 1ER LES FOURNEAUX - GROSSOT,3760181571726,0.75,1,13,58.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,599381,ZINFANDEL - RAVENSWOOD LODI OLD VINE,715826102967,0.75,1,14.5,23.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,96569,REDSPOT - IRISH WHISKEY,80432114025,0.75,1,46,166.99,NA
Wine,France Wine,France Red Wine,FRANCE,123412,ST ESTEPHE - CHATEAU CALON SEGUR 2018,696852053075,0.75,1,13,225,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,250046,BENROMACH - CONTRASTS CARA GOLD MALT,5020613088436,0.7,1,46,96.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,324743,NAPA VALLEY RED - DOMINUS ESTATE 2019,63695119600,6,1,14.5,4200,0
Wine,France Wine,France Champagne Wine,FRANCE,384529,BOLLINGER - SPECIAL CUVEE BRUT,3052853075909,0.75,1,12,104.99,1
Wine,France Wine,France Red Wine,FRANCE,392741,GRAVES - CHATEAU DE CHATEGRIVE 2019,3760084163455,0.75,1,13,40,NA
Wine,France Wine,France Red Wine,FRANCE,411221,CHAMBOLLE MUSIGNY - GENOT-BOULANGER,3541480280195,0.75,1,13,139.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,488040,MALBEC/CAB SAUV BLEND - UKO ESTATE UCO VALLEY 2020,781718812559,0.75,1,13.5,17.99,0
Wine,France Wine,France Red Wine,FRANCE,488828,NUITS SAINT GEORGES 1ER LES PORETS ST GEORGES - DOMAINE FAIV,3351001011913,0.75,1,14,165.99,0
Spirits,Rum,Spiced Rum,CANADA,500538,CAPTAIN MORGAN - SPICED,87000151109,1.14,1,35,41.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,512839,BRUNELLO DI MONTALCINO - VIGNA DI PIANROSSO 2016,8032605840622,0.75,1,14,145.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,850073,CABERNET SAUVIGNON - JOSH CELLARS 2018,857744001318,0.75,1,13.5,21.99,0
Wine,France Wine,France Red Wine,FRANCE,115516,COTE ROTIE - DOMAINE BONNEFOND LES ROCHAINS 2014,854555003548,0.75,1,13,119.99,0
Wine,France Wine,France White Wine,FRANCE,126538,CHATEAU LATOUR MARTILLAC BLANC 2016,626990407010,0.75,1,13,75,NA
Wine,France Wine,France Red Wine,FRANCE,147546,BEAUJOLAIS - BOUCHARD AINE,3340180000764,0.75,1,12,19.99,0
Wine,France Wine,France White Wine,FRANCE,184562,PESSAC LEOGNAN - CHATEU SMITH HAUT LAFITTE BLANC 2017,626990466215,0.75,1,13,210,NA
Beer,Import Beer,Europe Beer,NETHERLANDS,337949,HEINEKEN - TALL CAN,8712000900045,0.5,1,5,3.29,NA
Wine,France Wine,France White Wine,FRANCE,390749,GRAVES - CLOS FLORIDENE BLANC 2019,3609051045410,0.75,1,12.5,45,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,393499,SQUISH - LEMONADE HARD SELTZER MIXER CAN,823994004928,0.473,8,5,19.49,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,405616,NUDE - LEMONADE MIXER CAN,32302448990,0.355,12,5,28.99,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,601906,QUINTA DO NOVAL - VINTAGE NACIONAL 2017,5601064002891,0.75,1,19.5,1150,10
Wine,Canada - BC,Canada - BC Red Wine,CANADA,607333,SANDHILL - SMALL LOTS SYRAH SANDHILL ESTATE 2019,58976500178,0.75,1,13,41.99,1
Wine,France Wine,France Red Wine,FRANCE,692541,BONNES MARES - DOMAINE COMTE GEORGES DE VOGUE 2020,3760012992409,0.75,1,13.5,1030,0
Wine,France Wine,France White Wine,FRANCE,993865,CHATEAU BROWN BLANC 2015,714153212356,0.75,1,13,70,NA
Spirits,Grape and Fruit Brandy,Brandy,CZECH REPUBLIC,4481,STOCK - 84 V.S.O.P.,8000440112907,0.75,1,40,26.49,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,34168,GROWERS - BARTLETT PEAR CAN,63657036266,0.355,6,5,13.49,NA
Wine,France Wine,France White Wine,FRANCE,54888,PETIT CHABLIS - BAUDOUIN MILLET 2018,3760163353753,0.75,1,12.5,35.99,NA
Wine,France Wine,France Red Wine,FRANCE,93164,VIN DE FRANCE - HEITZ LOCHARDET FOLIE SAUVAGE,696852008372,1.5,1,12.5,119.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,98707,OLMECA - SILVER,80432402191,0.75,1,40,35.99,0
Wine,France Wine,France Red Wine,FRANCE,133374,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE ROUGE 2018,3609050951163,0.75,1,13,250,NA
Wine,France Wine,France Red Wine,FRANCE,169797,COTES DU RHONE VILLAGES PLAN DE DIEU - MEFFRE ST MAPALIS,3142920024401,0.75,1,14,18.99,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,CANADA,196345,CREME DE CACAO WHITE - MCGUINNESS,48415448277,0.75,1,15,20.99,NA
Spirits,Liqueurs,Cream/Dairy Liqueurs,CANADA,200256,LAURA SECORD - CHOCOLATE CREAM LIQUOR,850500001591,0.75,1,16,26.97,NA
Wine,France Wine,France Red Wine,FRANCE,210149,CHATEAU PICHON LALANDE 2010,3419466237269,0.75,1,14,585,0
Wine,France Wine,France Red Wine,FRANCE,217057,PESSAC-LEOGNAN - CHATEAU OLIVIER ROUGE 2017,3609050858387,0.75,1,13,70,NA
Wine,Italy Wine,Italy Red Wine,ITALY,249631,LESSONA - VIGNETI DE MARCHI PROPRIETA SPERINO 2015,8033219923114,0.75,1,13,97.99,0
Wine,France Wine,France Red Wine,FRANCE,262802,LUSSAC ST EMILION - CHATEAU BEL-AIR JEAN & GABRIEL ROUGE 1.5,3495950119150,1.5,1,14.5,100,NA
Wine,France Wine,France Red Wine,FRANCE,301010,PESSAC LEOGNAN - CHATEAU HAUT BRION 2011,3419466192575,0.75,1,13,999,0
Wine,France Wine,France White Wine,FRANCE,391652,BOURGOGNE ALIGOTE - ROSSIGNOL FEVRIER ORGANIC 2018,3760163352312,0.75,1,13,35.99,NA
Wine,France Wine,France Red Wine,FRANCE,392773,LALANDE DE POMEROL - CHATEAU SIAURAC 2019,3760234470846,0.75,1,14.5,50,NA
Wine,France Wine,France White Wine,FRANCE,477436,BOURGOGNE CHARDONNAY - LE RENARD,3700587103824,0.75,1,12.5,30.99,0
Wine,Italy Wine,Italy White Wine,ITALY,497099,VERDICCHIO CLASSICO RISERVA - BUCCI VILLA BUCCI 2017,726452002453,0.75,1,13.5,64.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,772756,CANNERY BREWING - NARAMATA NUT BROWN ALE 6 CANS,626990064138,0.355,6,5.5,13.79,NA
Wine,Chile Wine,Chile Sparkling Wine,CHILE,883629,TORRES - SANTA DIGNA ESTELADO ROSE 2018,8410113005793,0.75,1,12,19.99,0
Wine,France Wine,France Red Wine,FRANCE,1479,CHATEAU LYNCH BAGES 2014,3760020131951,0.75,1,13,175,0
Wine,Portugal Wine,Portugal Rose Wine,PORTUGAL,12781,MATEUS ROSE - SOGRAPE,5601012011708,1.5,1,11,18.99,2
Wine,Italy Wine,Italy Red Wine,ITALY,62232,AMARONE - MUSELLA 2015,8031393000553,0.75,1,15.5,70.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,98660,BRUICHLADDICH - PORT CHARLOTTE ISLAY BARLEY 2012,5055807412384,0.7,1,50,110.99,NA
Wine,France Wine,France Red Wine,FRANCE,125573,CHATEAUNEUF DU PAPE - CHAPOUTIER BARBE RAC 2016,3391180001879,0.75,1,14,119.99,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,137073,CHARDONNAY - SLOW PRESS,81308003542,0.75,1,14.1,18.99,1
Wine,Canada - BC,Canada - BC Red Wine,CANADA,153236,THE WINEMAKER'S HOUSE - CABERNET SAUVIGNON,776545600561,0.75,1,13.5,10.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,274852,VINEDO CHADWICK - ERRAZURIZ MAIPO 2019,7804304000079,0.75,1,13.5,459.99,0
Spirits,Liqueurs,Nut Liqueurs,ITALY,339358,AMARETTO DI SASCHIRA - LUXARDO,8000353120150,0.75,1,24,25.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,390898,CHIANTI CLASSICO RISERVA - SAN FELICE IL GRIGIO 2018,709067110096,0.75,1,13,34.99,0
